,measurement_start_time,probe_asn,probe_cc,input,domain,explorer_url,dns,false,http-failure,tcp_ip
12,2018-01-04 11:33:10,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180104T100757Z_AS28573_8kdin1yFwnEcIoWtHFxiZ5YjoBu735CWI9isejnSGDYj5wxTYP?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
13,2018-01-04 11:33:10,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180104T100757Z_AS28573_8kdin1yFwnEcIoWtHFxiZ5YjoBu735CWI9isejnSGDYj5wxTYP?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
14,2018-01-04 15:30:46,265030,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180104T135729Z_AS265030_cbJHRrbz23iXj6mpl7ny49nXiCTzUOMOnRCDLZUOhIULmAhSt0?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
15,2018-01-04 15:30:48,265030,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180104T135729Z_AS265030_cbJHRrbz23iXj6mpl7ny49nXiCTzUOMOnRCDLZUOhIULmAhSt0?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
16,2018-01-05 02:07:14,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180105T010542Z_AS28573_Ec3c6dpawNdi2SkAPN0wEUwdPna26sA5pHmktF69us9DqmdvcV?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
17,2018-01-05 02:07:17,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180105T010542Z_AS28573_Ec3c6dpawNdi2SkAPN0wEUwdPna26sA5pHmktF69us9DqmdvcV?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
18,2018-01-05 11:34:59,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180105T092021Z_AS28573_CNbz5p2CrKyWsDDnzyxbrqLF51cKths98hNB3OrpbE9Gf9CXpc?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
19,2018-01-05 11:35:05,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180105T092021Z_AS28573_CNbz5p2CrKyWsDDnzyxbrqLF51cKths98hNB3OrpbE9Gf9CXpc?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
20,2018-01-05 13:13:04,265030,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180105T120425Z_AS265030_P8EAOkJvU7MnKpn3pFYGWpMJmiEQrcPhonDYlT7lpru47r8szs?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
21,2018-01-05 13:13:09,265030,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180105T120425Z_AS265030_P8EAOkJvU7MnKpn3pFYGWpMJmiEQrcPhonDYlT7lpru47r8szs?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
22,2018-01-05 18:42:20,27699,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180105T190930Z_AS27699_RlrtKOJkHLB5Blz7aP6VDnqtJ0Cu1m70OMEy6b18hFRjvMO8R6?input=https%3A%2F%2Fwww.womenonwaves.org%2F,1.0,0.0,0.0,0.0
23,2018-01-05 18:42:21,27699,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180105T190930Z_AS27699_RlrtKOJkHLB5Blz7aP6VDnqtJ0Cu1m70OMEy6b18hFRjvMO8R6?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
24,2018-01-05 22:24:54,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180105T210648Z_AS28573_14nuClQjqkb8d4PEpjnRZoffVQDCPEBOvvxphGlVElmkYCIbeX?input=https%3A%2F%2Fwww.womenonwaves.org%2F,1.0,0.0,0.0,0.0
25,2018-01-05 22:24:58,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180105T210648Z_AS28573_14nuClQjqkb8d4PEpjnRZoffVQDCPEBOvvxphGlVElmkYCIbeX?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
26,2018-01-06 02:05:10,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180106T010422Z_AS28573_Zs0FBIwls9I0z11ufnlXdJhQbZStu2Q1Cu5RAZnnSsFEAxqdZv?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
27,2018-01-06 02:05:11,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180106T010422Z_AS28573_Zs0FBIwls9I0z11ufnlXdJhQbZStu2Q1Cu5RAZnnSsFEAxqdZv?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
28,2018-01-06 02:05:49,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180106T005755Z_AS2715_yN1sy2cNWRpyhn1nvM17BSuXNq0Nzby7Xim26DTQ2vtNAnYMCM?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
29,2018-01-06 02:05:49,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180106T005755Z_AS2715_yN1sy2cNWRpyhn1nvM17BSuXNq0Nzby7Xim26DTQ2vtNAnYMCM?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
30,2018-01-06 16:40:36,265030,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180106T141954Z_AS265030_OWEoyyngx1orEEcclbiL2yZ7Np0f9wNOJFSrNhTLwKQr4A0EId?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
31,2018-01-06 16:40:36,265030,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180106T141954Z_AS265030_OWEoyyngx1orEEcclbiL2yZ7Np0f9wNOJFSrNhTLwKQr4A0EId?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
32,2018-01-07 01:50:30,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180107T005642Z_AS2715_X6ckFqciaHOkgSZpqOgjzkQ8Xm6k4uWoOuj7FfYGiS0rTTdNV8?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
33,2018-01-07 01:50:37,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180107T005642Z_AS2715_X6ckFqciaHOkgSZpqOgjzkQ8Xm6k4uWoOuj7FfYGiS0rTTdNV8?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
34,2018-01-07 02:16:32,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180107T010458Z_AS28573_8Aen22G3KXS2nlBhJqEtXK5SfsGZ2LoFMbO2Zm2UpOfSknQjnG?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
35,2018-01-07 02:16:32,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180107T010458Z_AS28573_8Aen22G3KXS2nlBhJqEtXK5SfsGZ2LoFMbO2Zm2UpOfSknQjnG?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
36,2018-01-08 02:23:22,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180108T005947Z_AS2715_9LSsv3jHJHxINkwEclZIRRTobSRfFWzglU0HU9Iw2P2QNSEiWB?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
37,2018-01-08 02:23:26,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180108T005947Z_AS2715_9LSsv3jHJHxINkwEclZIRRTobSRfFWzglU0HU9Iw2P2QNSEiWB?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
38,2018-01-08 02:26:05,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180108T011126Z_AS28573_PzRI1xUL15Vfb9DufFDj4FoTM6d2R08Cw3qWAL3WUeCYdGPdOE?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
39,2018-01-08 02:26:08,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180108T011126Z_AS28573_PzRI1xUL15Vfb9DufFDj4FoTM6d2R08Cw3qWAL3WUeCYdGPdOE?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
40,2018-01-09 02:15:08,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180109T010420Z_AS28573_FQ8hq90uHqeUoDb6gd6WvLjHu03VvCttwndyMW4HdIzuCiyuLo?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
41,2018-01-09 02:15:14,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180109T010420Z_AS28573_FQ8hq90uHqeUoDb6gd6WvLjHu03VvCttwndyMW4HdIzuCiyuLo?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
42,2018-01-09 02:26:42,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180109T005639Z_AS2715_7o0mepsyNnBjX7wydPYlvqqrgbAcaOHZXXJuKCvLbI4ugleMLv?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
43,2018-01-09 02:26:46,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180109T005639Z_AS2715_7o0mepsyNnBjX7wydPYlvqqrgbAcaOHZXXJuKCvLbI4ugleMLv?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
44,2018-01-10 01:55:58,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180110T005707Z_AS2715_CgfMBilvcDZ90eSaV6OpQITW3VgcQ9RnF4HPatfiWxPR03o6lJ?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
45,2018-01-10 01:56:00,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180110T005707Z_AS2715_CgfMBilvcDZ90eSaV6OpQITW3VgcQ9RnF4HPatfiWxPR03o6lJ?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
46,2018-01-10 02:25:34,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180110T010559Z_AS28573_XhPYTOLMPj7g43TzWQu482p41OOznkMFGrEO4ZzzQPMQ5QUTEa?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
47,2018-01-10 02:25:34,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180110T010559Z_AS28573_XhPYTOLMPj7g43TzWQu482p41OOznkMFGrEO4ZzzQPMQ5QUTEa?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
48,2018-01-10 20:57:11,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180110T184248Z_AS28573_HDNbrNjzI6b4QXxq275o7e361cmcgjSMEoSPzmBP0BbFSe9CMy?input=https%3A%2F%2Fwww.womenonwaves.org%2F,1.0,0.0,0.0,0.0
49,2018-01-10 20:57:11,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180110T184248Z_AS28573_HDNbrNjzI6b4QXxq275o7e361cmcgjSMEoSPzmBP0BbFSe9CMy?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
50,2018-01-11 01:56:36,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180111T005721Z_AS2715_xEc4WK9LIETtJ28f8jqXH0vWGMcpzwxhx16IoClXdvnloKwUGx?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
51,2018-01-11 01:56:44,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180111T005721Z_AS2715_xEc4WK9LIETtJ28f8jqXH0vWGMcpzwxhx16IoClXdvnloKwUGx?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
52,2018-01-11 04:10:53,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180111T010822Z_AS28573_cLaUqC6OsUwRfY8JYDRN0sbdQ5M9XtYNTcwEi8AzRS989pX4KZ?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
53,2018-01-11 04:10:56,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180111T010822Z_AS28573_cLaUqC6OsUwRfY8JYDRN0sbdQ5M9XtYNTcwEi8AzRS989pX4KZ?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
54,2018-01-11 04:58:37,27699,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180111T032144Z_AS27699_2BcKKHRRLrEnORwozghoKwtQ0HQr7sMuiX3z70zZgIN4tE1kkP?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
55,2018-01-11 04:58:37,27699,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180111T032144Z_AS27699_2BcKKHRRLrEnORwozghoKwtQ0HQr7sMuiX3z70zZgIN4tE1kkP?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
56,2018-01-12 02:00:13,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180112T005717Z_AS2715_1NQU9msdbQxPl2yersvI7rzDUudgXSBiV60IoQqfFzED0Wt3Mg?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
57,2018-01-12 02:00:15,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180112T005717Z_AS2715_1NQU9msdbQxPl2yersvI7rzDUudgXSBiV60IoQqfFzED0Wt3Mg?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
58,2018-01-12 02:58:05,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180112T010921Z_AS28573_LBpszUDn8n16FKgc1Ppogjv17rihshNTSmQLny8panapjkTaJM?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
59,2018-01-12 02:58:07,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180112T010921Z_AS28573_LBpszUDn8n16FKgc1Ppogjv17rihshNTSmQLny8panapjkTaJM?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
60,2018-01-13 02:16:23,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180113T010509Z_AS28573_zUhE9VFqhNbtGfmjheWFrQR9WWV5Tz5jQcbXLpwqzY3QqWYepy?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
61,2018-01-13 02:16:25,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180113T010509Z_AS28573_zUhE9VFqhNbtGfmjheWFrQR9WWV5Tz5jQcbXLpwqzY3QqWYepy?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
62,2018-01-13 03:22:54,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180113T005730Z_AS2715_quxRpUi4BgDtsmB7EigBORMdw2qJmZEpi8fFboS7xLsiwILG7T?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
63,2018-01-13 03:23:03,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180113T005730Z_AS2715_quxRpUi4BgDtsmB7EigBORMdw2qJmZEpi8fFboS7xLsiwILG7T?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
64,2018-01-13 22:05:41,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180113T205029Z_AS28573_4wtOv0H1txZ6iYmXxFPoZGZZMXU69C2e917Ntud7Yf4gUHG4zy?input=https%3A%2F%2Fwww.womenonwaves.org%2F,1.0,0.0,0.0,0.0
65,2018-01-13 22:05:44,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180113T205029Z_AS28573_4wtOv0H1txZ6iYmXxFPoZGZZMXU69C2e917Ntud7Yf4gUHG4zy?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
66,2018-01-14 03:15:27,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180114T005701Z_AS2715_kgve8U8b7OfVPRZ3nQ9cNw6VN4CVTzycgXXmMsYRR70utGj0H3?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
67,2018-01-14 03:15:48,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180114T005701Z_AS2715_kgve8U8b7OfVPRZ3nQ9cNw6VN4CVTzycgXXmMsYRR70utGj0H3?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
68,2018-01-14 03:53:43,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180114T010829Z_AS28573_SoXYjC7oeBukbvH7qkB5NUbMBAc37QMvYCX95kBFLdyniuJBQS?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
69,2018-01-14 03:53:51,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180114T010829Z_AS28573_SoXYjC7oeBukbvH7qkB5NUbMBAc37QMvYCX95kBFLdyniuJBQS?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
70,2018-01-15 02:06:39,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180115T005702Z_AS2715_pjruIhvrCT78wZwoa7oI521sXsRcxQNbrN6CHgO4wlQaWCaRJo?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
71,2018-01-15 02:06:42,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180115T005702Z_AS2715_pjruIhvrCT78wZwoa7oI521sXsRcxQNbrN6CHgO4wlQaWCaRJo?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
72,2018-01-15 02:09:23,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180115T010531Z_AS28573_bNOfCpoFYkZx3Uuz9ZKBMWlERSQUoixzQ35JkVAB76bIBRiN0t?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
73,2018-01-15 02:09:23,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180115T010531Z_AS28573_bNOfCpoFYkZx3Uuz9ZKBMWlERSQUoixzQ35JkVAB76bIBRiN0t?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
74,2018-01-15 07:41:38,18881,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180115T074038Z_AS18881_pF4CllCoRIof0qBOTKWlnKC1ehJRfak3cgm4HxgRT3uGqTrlcy?input=https%3A%2F%2Fwww.womenonwaves.org%2F,1.0,0.0,0.0,0.0
75,2018-01-15 12:25:20,26615,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180115T122449Z_AS26615_vtmj5P3Hw2nD5ZmCsCF9utu9Wg3CHbWpJA5s6Rn1KvfYocvonC?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
76,2018-01-16 02:19:18,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180116T005649Z_AS2715_24G8TFEbOmv5eMaC8N8MyfeV57UxfTZzelurKblmNzWcr5ww5N?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
77,2018-01-16 02:19:36,2715,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180116T005649Z_AS2715_24G8TFEbOmv5eMaC8N8MyfeV57UxfTZzelurKblmNzWcr5ww5N?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
78,2018-01-16 02:57:27,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180116T010633Z_AS28573_DNxYDPtOBQDzwmvXk9TpOq7JKfZwod7lDpgepmXLCPMOymDAfj?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
79,2018-01-16 02:57:36,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180116T010633Z_AS28573_DNxYDPtOBQDzwmvXk9TpOq7JKfZwod7lDpgepmXLCPMOymDAfj?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
80,2018-01-17 03:44:22,2715,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180117T005710Z_AS2715_Kh5MqkGbJ08OkkNuFajYGA05ki1vIuJavfXbVRz7LYCgW1chDa?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
81,2018-01-17 06:29:44,28573,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180117T010518Z_AS28573_YC2D2B3cMHEA3I2c0gCT6QDGM28LucSugM6GvLl4Q6sVWLgMzD?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,0.0,0.0,1.0
82,2018-01-17 06:29:46,28573,BR,https://www.womenonweb.org/,womenonweb.org,https://explorer.ooni.io/measurement/20180117T010518Z_AS28573_YC2D2B3cMHEA3I2c0gCT6QDGM28LucSugM6GvLl4Q6sVWLgMzD?input=https%3A%2F%2Fwww.womenonweb.org%2F,0.0,1.0,0.0,0.0
83,2018-01-17 14:28:18,265030,BR,https://www.womenonwaves.org/,womenonwaves.org,https://explorer.ooni.io/measurement/20180117T130331Z_AS265030_SPAfqJQmEZP0891VAJ57ZIGr4IwODMibODG3ckLagbdSEZTcxm?input=https%3A%2F%2Fwww.womenonwaves.org%2F,0.0,1.0,0.0,0.0
