url,category_code,category_description,explorer_url,domain
https://twitter.com/openrussia_org/,NEWS,News Media,https://explorer.ooni.org/measurement/20220801T003039Z_webconnectivity_RU_39728_n1_Uc8jksxQuOdo87Vy?input=https%3A%2F%2Ftwitter.com%2Fopenrussia_org%2F,twitter.com
http://www.luwaran.net/,REL,Religion,https://explorer.ooni.org/measurement/20220117T102840Z_webconnectivity_RU_20632_n1_0Smkq1hCyhulVDlZ?input=http%3A%2F%2Fwww.luwaran.net%2F,www.luwaran.net
https://www.asstr.org/,PORN,Pornography,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=https%3A%2F%2Fwww.asstr.org%2F,www.asstr.org
https://www.facebook.com/GraniRu/,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fwww.facebook.com%2FGraniRu%2F,www.facebook.com
https://www.facebook.com/atrchannel/,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fwww.facebook.com%2Fatrchannel%2F,www.facebook.com
https://www.facebook.com/navalny/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220730T190126Z_webconnectivity_RU_31208_n1_BVdtxDXLJZn0GPfZ?input=https%3A%2F%2Fwww.facebook.com%2Fnavalny%2F,www.facebook.com
https://www.golos-ameriki.ru/,NEWS,News Media,https://explorer.ooni.org/measurement/20220818T050550Z_webconnectivity_RU_42511_n1_W95DhEN8f3Nbgqex?input=https%3A%2F%2Fwww.golos-ameriki.ru%2F,www.golos-ameriki.ru
http://www.marijuana.com/,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220111T184713Z_webconnectivity_RU_51604_n1_Xr0S8IWczl8Lx8Pm?input=http%3A%2F%2Fwww.marijuana.com%2F,www.marijuana.com
https://www.hotspotshield.com/,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.hotspotshield.com%2F,www.hotspotshield.com
https://www.hrw.org/,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.hrw.org%2F,www.hrw.org
https://www.hrw.org/report/2013/02/06/race-bottom/exploitation-migrant-workers-ahead-russias-2014-winter-olympic-games/,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.hrw.org%2Freport%2F2013%2F02%2F06%2Frace-bottom%2Fexploitation-migrant-workers-ahead-russias-2014-winter-olympic-games%2F,www.hrw.org
https://www.idelreal.org/,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.idelreal.org%2F,www.idelreal.org
https://www.kavkazr.com/,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T020923Z_webconnectivity_RU_51813_n1_nRnDiF98eTRLSkDY?input=https%3A%2F%2Fwww.kavkazr.com%2F,www.kavkazr.com
https://www.leonidvolkov.ru/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.leonidvolkov.ru%2F,www.leonidvolkov.ru
http://liga.net/,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.liga.net%2F,liga.net
http://www.bok-o-bok.ru/,LGBT,LGBT,https://explorer.ooni.org/measurement/20230117T051322Z_webconnectivity_RU_47684_n1_075WtTYbw0wtqu4p?input=http%3A%2F%2Fwww.bok-o-bok.ru%2F,www.bok-o-bok.ru
http://darkboard.cc,HACK,Hacking Tools,https://explorer.ooni.org/measurement/20220720T184414Z_webconnectivity_RU_35807_n1_wM93Vc0yD7UEChtJ?input=http%3A%2F%2Fdarkboard.cc,darkboard.cc
http://www.gulag.ipvnews.org/,CULTR,Culture,https://explorer.ooni.org/measurement/20220215T201601Z_webconnectivity_RU_41733_n1_Ul5UXssnZaUkn3dC?input=http%3A%2F%2Fwww.gulag.ipvnews.org%2F,www.gulag.ipvnews.org
http://www.national-socialist.tk/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220215T201601Z_webconnectivity_RU_41733_n1_Ul5UXssnZaUkn3dC?input=http%3A%2F%2Fwww.national-socialist.tk%2F,www.national-socialist.tk
https://www.ndi.org/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220730T205649Z_webconnectivity_RU_21127_n1_nP5zKj9mPptmoz67?input=https%3A%2F%2Fwww.ndi.org%2F,www.ndi.org
http://obozrevatel.com/,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T020923Z_webconnectivity_RU_51813_n1_nRnDiF98eTRLSkDY?input=https%3A%2F%2Fwww.obozrevatel.com%2F,obozrevatel.com
https://www.occrp.org/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220818T080720Z_webconnectivity_RU_42511_n1_CiNFG7RnVoGt3tiF?input=https%3A%2F%2Fwww.occrp.org%2F,www.occrp.org
https://www.opensocietyfoundations.org/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220730T221408Z_webconnectivity_RU_21127_n1_8K1DCyOnUIzwoWm5?input=https%3A%2F%2Fwww.opensocietyfoundations.org%2F,www.opensocietyfoundations.org
https://www.rarbg.to/,FILE,File-sharing,https://explorer.ooni.org/measurement/20220818T080720Z_webconnectivity_RU_42511_n1_CiNFG7RnVoGt3tiF?input=https%3A%2F%2Fwww.rarbg.to%2F,www.rarbg.to
http://amours.in,PORN,Pornography,https://explorer.ooni.org/measurement/20220111T205802Z_webconnectivity_RU_8359_n1_nZvFKboDEpvalHl5?input=http%3A%2F%2Famours.in,amours.in
https://www.severreal.org/,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.severreal.org,www.severreal.org
https://www.sibreal.org/,NEWS,News Media,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.sibreal.org,www.sibreal.org
https://www.stopfake.org/ru/glavnaya-2/,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T221408Z_webconnectivity_RU_21127_n1_8K1DCyOnUIzwoWm5?input=https%3A%2F%2Fwww.stopfake.org%2Fru%2Fglavnaya-2%2F,www.stopfake.org
https://www.svoboda.org/radio/schedule/81/,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T221408Z_webconnectivity_RU_21127_n1_8K1DCyOnUIzwoWm5?input=https%3A%2F%2Fwww.svoboda.org%2Fradio%2Fschedule%2F81%2F,www.svoboda.org
http://torproject.org/,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220730T221408Z_webconnectivity_RU_21127_n1_8K1DCyOnUIzwoWm5?input=https%3A%2F%2Fwww.torproject.org%2F,torproject.org
https://tunnelbear.com/,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2Fwww.tunnelbear.com,tunnelbear.com
http://seasonvar.ru/,MMED,Media sharing,https://explorer.ooni.org/measurement/20220316T084715Z_webconnectivity_RU_12389_n1_1XuHk2tzTRuGSQsj?input=http%3A%2F%2Fseasonvar.ru%2F,seasonvar.ru
https://www.womenonwaves.org/,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220412T074119Z_webconnectivity_RU_12688_n1_dMT2bpCDX7yR8wdA?input=https%3A%2F%2Fwww.womenonwaves.org%2F,www.womenonwaves.org
https://www.wonderzine.com/,NEWS,News Media,https://explorer.ooni.org/measurement/20220730T233853Z_webconnectivity_RU_21127_n1_3oSVbjSmwAeocNPr?input=https%3A%2F%2Fwww.wonderzine.com%2F,www.wonderzine.com
https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T100550Z_webconnectivity_RU_42511_n1_r0NCpSF9jYBzk1wB?input=https%3A%2F%2Fabs.twimg.com%2Fsticky%2Fdefault_profile_images%2Fdefault_profile_normal.png,abs.twimg.com
https://edge-chat.instagram.com/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20220730T190126Z_webconnectivity_RU_31208_n1_BVdtxDXLJZn0GPfZ?input=https%3A%2F%2Fedge-chat.instagram.com%2Frobots.txt,edge-chat.instagram.com
https://external.xx.fbcdn.net/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20220603T181827Z_webconnectivity_RU_12688_n1_jm0n17VLcgy8jSlD?input=https%3A%2F%2Fexternal.xx.fbcdn.net%2Frobots.txt,external.xx.fbcdn.net
https://fbcdn.net/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20220603T181827Z_webconnectivity_RU_12688_n1_jm0n17VLcgy8jSlD?input=https%3A%2F%2Ffbcdn.net%2Frobots.txt,fbcdn.net
https://i.instagram.com/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20220730T190126Z_webconnectivity_RU_31208_n1_BVdtxDXLJZn0GPfZ?input=https%3A%2F%2Fi.instagram.com%2Frobots.txt,i.instagram.com
https://kiwifarms.net/,GRP,Social Networking,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=https%3A%2F%2Fkiwifarms.net%2F,kiwifarms.net
https://pbs.twimg.com/profile_images/941658150889054208/lFeD3554_200x200.jpg,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fpbs.twimg.com%2Fprofile_images%2F941658150889054208%2FlFeD3554_200x200.jpg,pbs.twimg.com
https://scontent-ams4-1.cdninstagram.com/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fscontent-ams4-1.cdninstagram.com%2Frobots.txt,scontent-ams4-1.cdninstagram.com
https://scontent.xx.fbcdn.net/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20220603T161831Z_webconnectivity_RU_12688_n1_hoGcF9zRMryofVgo?input=https%3A%2F%2Fscontent.xx.fbcdn.net%2Frobots.txt,scontent.xx.fbcdn.net
https://static.xx.fbcdn.net/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fstatic.xx.fbcdn.net%2Frobots.txt,static.xx.fbcdn.net
https://staticxx.facebook.com/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=https%3A%2F%2Fstaticxx.facebook.com%2Frobots.txt,staticxx.facebook.com
https://upload.twitter.com/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fupload.twitter.com%2Frobots.txt,upload.twitter.com
https://video.twimg.com/tweet_video/EC6DSXDXsAEhHAa.mp4,GRP,Social Networking,https://explorer.ooni.org/measurement/20220818T110553Z_webconnectivity_RU_42511_n1_lxqQWoIljcS3cUTI?input=https%3A%2F%2Fvideo.twimg.com%2Ftweet_video%2FEC6DSXDXsAEhHAa.mp4,video.twimg.com
https://www.facebook.com/RTNews,GRP,Social Networking,https://explorer.ooni.org/measurement/20220730T202333Z_webconnectivity_RU_25159_n1_3WHUwm0iHfPuvqs5?input=https%3A%2F%2Fwww.facebook.com%2FRTNews,www.facebook.com
http://www.jw.org/en/,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220701T155238Z_webconnectivity_RU_12688_n1_ilnXHbWTn4V3u0DG?input=https%3A%2F%2Fwww.jw.org%2Fen%2F,www.jw.org
http://www.postcards-for-iran.org/,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20220508T203543Z_webconnectivity_RU_59637_n1_qjlgMIl8kNB5wXoc?input=http%3A%2F%2Fwww.postcards-for-iran.org%2F,www.postcards-for-iran.org
http://www.lotoru.com/,GMB,Gambling,https://explorer.ooni.org/measurement/20220818T170741Z_webconnectivity_RU_42511_n1_oTve9gPwNCnMXZxG?input=https%3A%2F%2Flotoru.com%2F,www.lotoru.com
https://aplaycasino.com/en?get=1&r_visit=05aafbcd3a3b82d1967a38ea229def26&ref=azn1&vid=1523669896/,GMB,Gambling,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Faplaycasino.com%2Fen%3Fget%3D1%26r_visit%3D05aafbcd3a3b82d1967a38ea229def26%26ref%3Dazn1%26vid%3D1523669896%2F,aplaycasino.com
https://weedmaps.com/,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fweedmaps.com%2F,weedmaps.com
https://www.bravoporn.com/,PORN,Pornography,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fwww.bravoporn.com%2F,www.bravoporn.com
https://www.erowid.org/,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fwww.erowid.org%2F,www.erowid.org
https://www.gambling.com/,GMB,Gambling,https://explorer.ooni.org/measurement/20220603T171941Z_webconnectivity_RU_12688_n1_tBKtSYMyoTwF6oUa?input=https%3A%2F%2Fwww.gambling.com%2F,www.gambling.com
https://www.goldenpalace.com/,GMB,Gambling,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fwww.goldenpalace.com%2F,www.goldenpalace.com
https://www.jackpotcitycasino1.com/,GMB,Gambling,https://explorer.ooni.org/measurement/20220818T180820Z_webconnectivity_RU_42511_n1_mooGCosltHRFx9Tm?input=https%3A%2F%2Fwww.jackpotcitycasino1.com%2F,www.jackpotcitycasino1.com
https://www.onlinegambling.com/,GMB,Gambling,https://explorer.ooni.org/measurement/20220215T221010Z_webconnectivity_RU_51813_n1_4E4TlZzaKg0thCW8?input=https%3A%2F%2Fwww.onlinegambling.com%2F,www.onlinegambling.com
http://www.partypoker.net/,GMB,Gambling,https://explorer.ooni.org/measurement/20220215T221010Z_webconnectivity_RU_51813_n1_4E4TlZzaKg0thCW8?input=https%3A%2F%2Fwww.partypoker.net%2F,www.partypoker.net
https://protonmail.com/,COMT,Communication Tools,https://explorer.ooni.org/measurement/20220117T223247Z_webconnectivity_RU_51813_n1_T0sXu4tWow80S4P2?input=https%3A%2F%2Fprotonmail.com%2F,protonmail.com
http://utronews.org/,NEWS,News Media,https://explorer.ooni.org/measurement/20220118T130621Z_webconnectivity_RU_35000_n1_t49WH4jq3EQ4UsnF?input=http%3A%2F%2Futronews.org%2F,utronews.org
https://www.messenger.com/,COMT,Communication Tools,https://explorer.ooni.org/measurement/20220818T220558Z_webconnectivity_RU_42511_n1_uVt0UTk97oqCugjY?input=https%3A%2F%2Fwww.messenger.com%2F,www.messenger.com
https://uainfo.org/,NEWS,News Media,https://explorer.ooni.org/measurement/20220805T004502Z_webconnectivity_RU_39728_n1_bFj6LWP7CoBhGdLf?input=https%3A%2F%2Fuainfo.org%2F,uainfo.org
https://netmap.su/proxy/,ANON,Anonymization and circumvention tools,https://explorer.ooni.org/measurement/20220316T013149Z_webconnectivity_RU_51813_n1_YEdsuQZ8OSSLKqpl?input=https%3A%2F%2Fnetmap.su%2Fproxy%2F,netmap.su
https://www.jw.org/,REL,Religion,https://explorer.ooni.org/measurement/20220816T212545Z_webconnectivity_RU_49759_n1_ckvopIX9mhY2yihJ?input=http%3A%2F%2Fjw.org,www.jw.org
http://uploaded.to/,FILE,File-sharing,https://explorer.ooni.org/measurement/20220101T064205Z_webconnectivity_RU_31163_n1_9oApnbC5THqIIi34?input=http%3A%2F%2Fuploaded.to%2F,uploaded.to
https://15minut.org/,NEWS,News Media,https://explorer.ooni.org/measurement/20220215T220045Z_webconnectivity_RU_51813_n1_cmleoGZNtF7o1kOQ?input=https%3A%2F%2F15minut.org%2F,15minut.org
http://hunafa.com/,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220702T153823Z_webconnectivity_RU_12688_n1_rXD43m7gwPevLBI8?input=https%3A%2F%2Fhunafa.com%2F,hunafa.com
http://www.russiancasino.com/,GMB,Gambling,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fwww.russiancasino.com%2F,www.russiancasino.com
http://www.shamilonline.org/,MILX,Terrorism and Militants,https://explorer.ooni.org/measurement/20220603T145833Z_webconnectivity_RU_12688_n1_dQBiMRujTiYZ8K70?input=https%3A%2F%2Fwww.shamilonline.org%2F,www.shamilonline.org
https://www.shroomery.org/,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220316T195936Z_webconnectivity_RU_51813_n1_fHLPoM9al8oUmwtF?input=https%3A%2F%2Fwww.shroomery.org%2F,www.shroomery.org
https://xhamster.com/,PORN,Pornography,https://explorer.ooni.org/measurement/20220419T205232Z_webconnectivity_RU_25513_n1_py1IKSSuf7K8X721?input=http%3A%2F%2Fxhamster.com,xhamster.com
http://casino.bet365.com/,GMB,Gambling,https://explorer.ooni.org/measurement/20220114T172755Z_webconnectivity_RU_25513_n1_FY8QCg3vPNS047Vu?input=http%3A%2F%2Fcasino.bet365.com%2F,casino.bet365.com
http://www.islamdoor.com/,REL,Religion,https://explorer.ooni.org/measurement/20220317T115043Z_webconnectivity_RU_12714_n1_9uojWDARJUoWLXg8?input=http%3A%2F%2Fwww.islamdoor.com%2F,www.islamdoor.com
http://multporn.net,PORN,Pornography,https://explorer.ooni.org/measurement/20220114T210657Z_webconnectivity_RU_31205_n1_neFjd6x6eBk4BQlS?input=http%3A%2F%2Fmultporn.net,multporn.net
https://lookaside.facebook.com/robots.txt,GRP,Social Networking,https://explorer.ooni.org/measurement/20230117T081245Z_webconnectivity_RU_12389_n1_69ZsDWe9YrEITiHv?input=https%3A%2F%2Flookaside.facebook.com%2Frobots.txt,lookaside.facebook.com
https://static.xx.fbcdn.net/favicon.ico,GRP,Social Networking,https://explorer.ooni.org/measurement/20221031T145157Z_webconnectivity_RU_29226_n1_SOu8toqoacPM7q8I?input=https%3A%2F%2Fstatic.xx.fbcdn.net%2Ffavicon.ico,static.xx.fbcdn.net
https://sci-hub.se/,FILE,File-sharing,https://explorer.ooni.org/measurement/20220603T201839Z_webconnectivity_RU_12688_n1_Ygm3MLd9XuaJ2bi0?input=https%3A%2F%2Fsci-hub.se%2F,sci-hub.se
https://1plus1.ua/,NEWS,News Media,https://explorer.ooni.org/measurement/20220412T065814Z_webconnectivity_RU_12688_n1_mQIBSwgH8OqkjPxK?input=https%3A%2F%2F1plus1.ua%2F,1plus1.ua
https://200rf.com/,HUMR,Human Rights Issues,https://explorer.ooni.org/measurement/20221031T003335Z_webconnectivity_RU_212614_n1_YyOGXxwV09og66Ps?input=https%3A%2F%2F200rf.com,200rf.com
http://24tv.ua/,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T191852Z_webconnectivity_RU_12688_n1_EZ34t8hKsTr9mdE9?input=https%3A%2F%2F24tv.ua%2F,24tv.ua
https://atr.ua/,NEWS,News Media,https://explorer.ooni.org/measurement/20220731T044205Z_webconnectivity_RU_39728_n1_nqs0CXjXHFtGserv?input=https%3A%2F%2Fatr.ua%2F,atr.ua
https://blackseatv.com/,NEWS,News Media,https://explorer.ooni.org/measurement/20220731T044205Z_webconnectivity_RU_39728_n1_nqs0CXjXHFtGserv?input=https%3A%2F%2Fblackseatv.com%2F,blackseatv.com
https://boingboing.net/,NEWS,News Media,https://explorer.ooni.org/measurement/20220807T175103Z_webconnectivity_RU_21127_n1_mXX5t4fo8oDFF4cC?input=https%3A%2F%2Fboingboing.net%2F,boingboing.net
https://investigator.org.ua/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220412T071730Z_webconnectivity_RU_12688_n1_sroouRBkojoM9cp2?input=https%3A%2F%2Finvestigator.org.ua%2F,investigator.org.ua
https://fbk.info/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220216T001125Z_webconnectivity_RU_51813_n1_oEgCm2IYHhOnq5tC?input=https%3A%2F%2Ffbk.info%2F,fbk.info
https://gagadget.com/,NEWS,News Media,https://explorer.ooni.org/measurement/20220819T010730Z_webconnectivity_RU_42511_n1_050WhGmAhFhfG02A?input=https%3A%2F%2Fgagadget.com%2F,gagadget.com
http://glavcom.ua/,NEWS,News Media,https://explorer.ooni.org/measurement/20220412T071730Z_webconnectivity_RU_12688_n1_sroouRBkojoM9cp2?input=https%3A%2F%2Fglavcom.ua%2F,glavcom.ua
https://glavpost.com/,NEWS,News Media,https://explorer.ooni.org/measurement/20220805T002311Z_webconnectivity_RU_39728_n1_6hor2lVeKDGOefBp?input=https%3A%2F%2Fglavpost.com%2F,glavpost.com
https://haqqin.az/,NEWS,News Media,https://explorer.ooni.org/measurement/20220805T002311Z_webconnectivity_RU_39728_n1_6hor2lVeKDGOefBp?input=https%3A%2F%2Fhaqqin.az%2F,haqqin.az
https://hromadske.ua/,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T013149Z_webconnectivity_RU_51813_n1_YEdsuQZ8OSSLKqpl?input=https%3A%2F%2Fhromadske.ua%2F,hromadske.ua
http://www.ichkeria.info/,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T145833Z_webconnectivity_RU_12688_n1_dQBiMRujTiYZ8K70?input=https%3A%2F%2Fichkeria.info%2F,www.ichkeria.info
https://mbk.news/,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T145833Z_webconnectivity_RU_12688_n1_dQBiMRujTiYZ8K70?input=https%3A%2F%2Fmbk.news%2F,mbk.news
https://minval.az/,NEWS,News Media,https://explorer.ooni.org/measurement/20220805T002311Z_webconnectivity_RU_39728_n1_6hor2lVeKDGOefBp?input=https%3A%2F%2Fminval.az%2F,minval.az
https://navalny.com/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220102T202216Z_webconnectivity_RU_12389_n1_rXFI7xcVOXal2Zu0?input=http%3A%2F%2Fnavalny.com,navalny.com
http://porn.com/,PORN,Pornography,https://explorer.ooni.org/measurement/20220605T184221Z_webconnectivity_RU_12389_n1_aODg4GyNB83e8Fso?input=http%3A%2F%2Fporn.com,porn.com
http://rutor.is,FILE,File-sharing,https://explorer.ooni.org/measurement/20220318T062303Z_webconnectivity_RU_42610_n1_Heq5LsLV7pAq9A7N?input=http%3A%2F%2Frutor.is,rutor.is
https://v.growerz.club/,ALDR,Alcohol & Drugs,https://explorer.ooni.org/measurement/20220215T221010Z_webconnectivity_RU_51813_n1_4E4TlZzaKg0thCW8?input=https%3A%2F%2Fv.growerz.club%2F,v.growerz.club
http://rutor.org/,FILE,File-sharing,https://explorer.ooni.org/measurement/20220114T051546Z_webconnectivity_RU_16345_n1_9J1x8LnONDSDaZ83?input=http%3A%2F%2Frutor.org,rutor.org
https://serialu.club/,FILE,File-sharing,https://explorer.ooni.org/measurement/20220603T201839Z_webconnectivity_RU_12688_n1_Ygm3MLd9XuaJ2bi0?input=https%3A%2F%2Fserialu.club%2F,serialu.club
https://sputnikipogrom.com/,NEWS,News Media,https://explorer.ooni.org/measurement/20220216T011411Z_webconnectivity_RU_51813_n1_ifsZHrSh2fBiosau?input=https%3A%2F%2Fsputnikipogrom.com%2F,sputnikipogrom.com
http://rutraker.org,FILE,File-sharing,https://explorer.ooni.org/measurement/20220318T092331Z_webconnectivity_RU_8359_n1_LEFSNVExbMqzM8zp?input=http%3A%2F%2Frutraker.org,rutraker.org
http://nnm-club.me/,MMED,Media sharing,https://explorer.ooni.org/measurement/20220318T092331Z_webconnectivity_RU_8359_n1_LEFSNVExbMqzM8zp?input=http%3A%2F%2Fnnm-club.me,nnm-club.me
https://www.segodnya.ua/,NEWS,News Media,https://explorer.ooni.org/measurement/20220316T010545Z_webconnectivity_RU_51813_n1_Dc58Fu3ZgjcOqTch?input=https%3A%2F%2Fwww.segodnya.ua%2F,www.segodnya.ua
http://playboy.com/,PORN,Pornography,https://explorer.ooni.org/measurement/20230118T212230Z_webconnectivity_RU_25513_n1_Tf4A0rOEoq6UJTE9?input=http%3A%2F%2Fwww.playboy.com%2F,playboy.com
http://www.sexetc.org/,XED,Sex Education,https://explorer.ooni.org/measurement/20230119T031832Z_webconnectivity_RU_25513_n1_DWhI5GKF0joTbyhP?input=https%3A%2F%2Fsexetc.org%2F,www.sexetc.org
https://fergana.agency/,NEWS,News Media,https://explorer.ooni.org/measurement/20220215T222137Z_webconnectivity_RU_51813_n1_f9PH1AwG7l543DVw?input=https%3A%2F%2Ffergana.agency%2F,fergana.agency
https://fergana.news/,NEWS,News Media,https://explorer.ooni.org/measurement/20220117T224337Z_webconnectivity_RU_51813_n1_tYjwHS59LmDTTaqt?input=https%3A%2F%2Ffergana.news%2F,fergana.news
https://freemedia.io/,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Ffreemedia.io%2F,freemedia.io
http://glavnoe.ua/,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T191852Z_webconnectivity_RU_12688_n1_EZ34t8hKsTr9mdE9?input=https%3A%2F%2Fglavnoe.ua%2F,glavnoe.ua
https://golos-kubani.ru/,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fgolos-kubani.ru%2F,golos-kubani.ru
https://graniru.org/,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fgraniru.org%2F,graniru.org
https://gubernia.media/,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fgubernia.media%2F,gubernia.media
http://imrussia.org/,NEWS,News Media,https://explorer.ooni.org/measurement/20220603T145833Z_webconnectivity_RU_12688_n1_dQBiMRujTiYZ8K70?input=https%3A%2F%2Fimrussia.org%2F,imrussia.org
https://imrussia.org/ru/,POLR,Political Criticism,https://explorer.ooni.org/measurement/20220603T153741Z_webconnectivity_RU_12688_n1_tTriN90EekL1yMtl?input=https%3A%2F%2Fimrussia.org%2Fru%2F,imrussia.org
https://istories.media/,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fistories.media%2F,istories.media
https://itsmycity.ru/,NEWS,News Media,https://explorer.ooni.org/measurement/20221210T125436Z_webconnectivity_RU_48642_n1_VNFTnh5iffGO2ZkK?input=https%3A%2F%2Fitsmycity.ru%2F,itsmycity.ru
